CAMIS,DBA,BORO,ADDRESS,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,
50053609,COLD STONE CREAMERY,Manhattan,"241A W 42ND ST, 10036","Ice Cream, Gelato, Yogurt, Ices",7/16/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,21,B,,Cycle Inspection / Initial Inspection,
50039716,MEXICAN TAMALES MARTITA,Staten Island,"99 PORT RICHMOND AVE, 10302",Mexican,3/8/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,27,C,,Cycle Inspection / Initial Inspection,
50004065,RINCONCITO FAMILIAR MEXICAN CUISINE,Brooklyn,"4118 5TH AVE, 11232",Mexican,7/15/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,22,B,,Cycle Inspection / Initial Inspection,
50056319,TUNG THONG 181,Manhattan,"812 W 181ST ST, 10033",Thai,12/20/17,09C,Food contact surface not properly maintained.,N,21,B,,Cycle Inspection / Initial Inspection,
50001546,SHALOM JAPAN,Brooklyn,"310 S 4TH ST, 11211",American,5/24/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,15,B,,Cycle Inspection / Initial Inspection,
50047320,LENWICH,Manhattan,"16 W 23RD ST, 10010",Sandwiches/Salads/Mixed Buffet,8/10/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,8/10/18,Cycle Inspection / Initial Inspection,
50044877,THE HARD HAT CAFE,Staten Island,"90 BAY ST, 10301",Soul Food,10/17/17,04A,Food Protection Certificate not held by supervisor of food operations.,Y,49,C,,Cycle Inspection / Initial Inspection,
40868762,AGAVE,Manhattan,"140 7 AVENUE SOUTH, 10014",Mexican,12/21/16,09B,Thawing procedures improper.,N,25,B,12/21/16,Cycle Inspection / Re-inspection,
41046514,WAGNER COLLEGE - HAWK'S NEST,Staten Island,"631 HOWARD AVENUE, 10301",American,5/10/18,02B,Hot food item not held at or above 140º F.,Y,9,A,5/10/18,Cycle Inspection / Initial Inspection,
50018573,TURCO,Manhattan,"604 9TH AVE, 10036",Middle Eastern,3/9/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,22,B,,Cycle Inspection / Compliance Inspection,
50086702,JUSTINO'S PIZZERIA,Manhattan,"64 FULTON ST, 10038",Pizza,5/3/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,5/3/19,Pre-permit (Operational) / Re-inspection,
40821987,MILANES SPANISH RESTAURANT,Manhattan,"168 WEST   25 STREET, 10001",Spanish,1/4/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,49,C,,Cycle Inspection / Initial Inspection,
41479962,CHOCOLAT,Manhattan,"2217 FREDERICK DOUGLASS BOULEVARD, ",American,10/31/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,25,B,,Cycle Inspection / Initial Inspection,
50056316,KNAPP STREET BAGEL CAFE,Brooklyn,"2145 KNAPP ST, 11229",American,6/25/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,15,B,6/25/18,Cycle Inspection / Re-inspection,
50010254,MCDONALD'S,Queens,"2248 31ST ST, 11105",Hamburgers,10/30/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,,Cycle Inspection / Initial Inspection,
50079473,SKAL,Brooklyn,"373 LEWIS AVE, 11233",American,9/6/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,46,C,9/6/19,Cycle Inspection / Re-inspection,
41141330,TOASTIES,Manhattan,"25 JOHN STREET, 10038",American,4/12/19,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,22,B,,Cycle Inspection / Initial Inspection,
41618228,FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,"343 7 AVENUE, 10001",American,2/14/19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,2/14/19,Cycle Inspection / Initial Inspection,
50088120,ELEVA COFFEE BAR,Brooklyn,"649 GRAND ST, 11211",Café/Coffee/Tea,6/5/19,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,10,A,6/5/19,Pre-permit (Operational) / Re-inspection,
50067695,NEW YONG SHENG,Queens,"11919 101ST AVE, 11419",Chinese,8/11/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,26,B,,Pre-permit (Operational) / Initial Inspection,
50018699,PAPA JOHN'S,Brooklyn,"138 4TH AVE, 11217",Pizza,9/20/19,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,9/20/19,Cycle Inspection / Initial Inspection,
41262936,MICKEY'S PLACE,Queens,"4017 BELL BOULEVARD, 11361",Japanese,12/13/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,28,C,,Cycle Inspection / Initial Inspection,
50001362,TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,Brooklyn,"265 NEPTUNE AVENUE, 11235",Eastern European,9/20/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,9/20/18,Cycle Inspection / Re-inspection,
50045140,AUNTIE GUAN'S KITCHEN 108,Manhattan,"108 W 14TH ST, 10011",Chinese,8/24/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,15,B,,Cycle Inspection / Initial Inspection,
50043234,SUPER TACO,Brooklyn,"261 KINGS HWY, 11223",Mexican,10/24/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,38,C,,Cycle Inspection / Initial Inspection,
40884503,EL CUENCANITO,Queens,"9912 ALSTYNE AVE, 11368","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/4/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,20,B,,Cycle Inspection / Initial Inspection,
50082966,VANGUARD WINE BAR,Manhattan,"252 W 51ST ST, 10019",American,5/21/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,20,B,,Pre-permit (Operational) / Initial Inspection,
50016800,THE TACO PLACE,Queens,"9403A 63RD DR, 11374",Tex-Mex,4/11/17,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,4/11/17,Cycle Inspection / Initial Inspection,
50082943,SIMPLE JUICE,Brooklyn,"847B SAINT JOHNS PL, 11216","Juice, Smoothies, Fruit Salads",11/15/19,04A,Food Protection Certificate not held by supervisor of food operations.,Y,43,C,,Cycle Inspection / Initial Inspection,
40671821,DAGAN PIZZA & DAIRY RESTAURANT,Brooklyn,"4820 16 AVENUE, 11204",Jewish/Kosher,8/27/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,37,C,,Cycle Inspection / Initial Inspection,
50076863,ELIS WINE BAR,Manhattan,"1012 AMSTERDAM AVE, 10025",French,6/5/18,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,17,B,,Pre-permit (Operational) / Initial Inspection,
40965048,UNCLE LOUIE G'S ITALIAN ICES & ICE CREAM,Brooklyn,"3138 AVENUE U, 11229","Ice Cream, Gelato, Yogurt, Ices",7/22/19,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,23,B,,Cycle Inspection / Initial Inspection,
41149575,BRASSERIE RUHLMANN,Manhattan,"45 ROCKEFELLER PLAZA, 10111",French,9/10/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,17,B,9/10/18,Cycle Inspection / Re-inspection,
50002591,RECLAMATION BAR,Brooklyn,"817 METROPOLITAN AVENUE, 11211",American,2/23/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,2/23/18,Cycle Inspection / Initial Inspection,
41248228,SUBWAY,Manhattan,"1171 2 AVENUE, 10065",Sandwiches,2/8/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,2/8/19,Cycle Inspection / Initial Inspection,
40512865,CONNOLLY'S PUB,Manhattan,"14 EAST   47 STREET, 10017",Pizza,8/13/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,8/13/18,Cycle Inspection / Initial Inspection,
41612212,NEPTUNE DINER II,Brooklyn,"699 CLASSON AVENUE, 11238",American,3/14/18,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65º F or above within 2 hours.,Y,13,A,3/14/18,Cycle Inspection / Initial Inspection,
41685035,HADJA MARLEY RESTAURANT,Brooklyn,"1139 FULTON STREET, 11238",African,11/21/18,02B,Hot food item not held at or above 140º F.,Y,18,B,11/21/18,Cycle Inspection / Re-inspection,
50058592,HOTEL RL,Brooklyn,"1080 BROADWAY, 11221",American,4/14/17,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,15,B,4/14/17,Pre-permit (Operational) / Re-inspection,
50006176,MAMA LUPE RESTAURANT,Queens,"4219 102ND ST, 11368","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/13/18,09C,Food contact surface not properly maintained.,N,44,C,,Cycle Inspection / Initial Inspection,
50014197,COTENNA,Manhattan,"21 BEDFORD ST, 10014",Italian,2/5/19,04M,Live roaches present in facility's food and/or non-food areas.,Y,18,B,,Cycle Inspection / Initial Inspection,
50071387,GRAMERCY KITCHEN,Manhattan,"184 3RD AVE, 10003",American,2/28/18,09B,Thawing procedures improper.,N,9,A,2/28/18,Pre-permit (Operational) / Re-inspection,
41565488,NIRVANA,Manhattan,"346 LEXINGTON AVENUE, 10016",Indian,5/7/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,,Cycle Inspection / Initial Inspection,
41077301,COZY CAFE,Manhattan,"43 EAST 1 STREET, 10003",Middle Eastern,7/12/17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,15,B,,Cycle Inspection / Initial Inspection,
41257914,SILVER LAKE GOLF COURSE,Staten Island,"915 VICTORY BOULEVARD, 10301",American,4/19/16,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,4/19/16,Cycle Inspection / Initial Inspection,
50100909,FARMERS FRIDGE - 340 MADISON AVE,Manhattan,"340 MADISON AVE, 10173",American,11/21/19,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",N,41,C,,Pre-permit (Non-operational) / Initial Inspection,
50019025,GREY DOLPHIN SPORTS BAR & LOUNGE,Queens,"22320 LINDEN BLVD, 11411",Caribbean,2/16/17,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,12,A,2/16/17,Cycle Inspection / Initial Inspection,
40424723,NITA'S EUROPEAN BAKERY,Queens,"4010 GREENPOINT AVENUE, 11104",Bakery,4/5/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,4/5/19,Cycle Inspection / Initial Inspection,
41386038,773 LOUNGE,Brooklyn,"773 CONEY ISLAND AVENUE, 11218",American,6/15/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,9,A,6/15/18,Cycle Inspection / Re-inspection,
50045106,CHECKERS,Manhattan,"291 SAINT NICHOLAS AVE, 10027",Hamburgers,1/25/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,17,B,,Pre-permit (Operational) / Initial Inspection,
40664907,LE BATEAU IVRE,Manhattan,"230 EAST   51 STREET, 10022",French,9/17/19,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,24,B,,Cycle Inspection / Initial Inspection,
50071225,F & M 99 CENTS PIZZA,Manhattan,"153 AVENUE C, 10009",Pizza,1/22/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,26,B,1/22/18,Pre-permit (Operational) / Re-inspection,
50000880,PARKER & QUINN,Manhattan,"63 WEST 38TH STREET, 10018",American,11/19/19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,22,Z,11/19/19,Cycle Inspection / Re-inspection,
41212798,CHOKOLAT PATISSERIE,Manhattan,"3111 BROADWAY, 10027",French,8/19/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,16,B,8/19/19,Cycle Inspection / Re-inspection,
50088499,PARAISO BAR,Brooklyn,"1752 BATH AVE, 11214",Spanish,1/30/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,1/30/20,Pre-permit (Operational) / Re-inspection,
41074128,YER MAN'S IRISH PUB,Queens,"7026 88 STREET, 11385",Irish,5/12/16,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,5/12/16,Cycle Inspection / Re-inspection,
50018278,NUMBER 1 CHINESE RESTAURANT,Brooklyn,"2925 AVENUE J, 11210",Chinese,1/30/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,B,,Cycle Inspection / Initial Inspection,
41571021,OM INDIAN RESTAURANT,Manhattan,"1593 2 AVENUE, 10028",Indian,8/21/19,04M,Live roaches present in facility's food and/or non-food areas.,Y,58,C,,Cycle Inspection / Compliance Inspection,
41184912,PLAZA DELI,Manhattan,"127 JOHN STREET, 10038",Delicatessen,6/12/19,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,41,C,6/12/19,Cycle Inspection / Re-inspection,
41322152,1 2 3 BURGER SHOT BEER,Manhattan,"738 10 AVENUE, 10019",American,12/20/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,12/20/19,Cycle Inspection / Initial Inspection,
50017701,THE KUNJIP,Manhattan,"32 W 32ND ST, 10001",Korean,5/30/19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,30,C,,Cycle Inspection / Initial Inspection,
50018121,RANCH RESTAURANT,Bronx,"1773 SOUTHERN BLVD, 10460",Caribbean,11/9/18,09C,Food contact surface not properly maintained.,N,12,A,11/9/18,Cycle Inspection / Re-inspection,
50056960,TOKYO GO GO,Queens,"24203 NORTHERN BLVD, 11363",Chinese,12/27/16,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,34,C,,Pre-permit (Operational) / Initial Inspection,
50037537,5TH AVENUE ASIAN TASTE RESTAURANT,Brooklyn,"718 5TH AVE, 11215",Chinese,10/10/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,10/10/19,Cycle Inspection / Re-inspection,
40557901,LA ISLA CUCHIFRITOS,Bronx,"15221524 WESTCHESTER AVENUE, ","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/11/19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,59,C,,Cycle Inspection / Initial Inspection,
41015002,EL CASTILLO DE YAQUE RESTAURANT,Brooklyn,"4606 FIFTH AVENUE, 11220","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/25/18,09C,Food contact surface not properly maintained.,N,17,B,1/25/18,Cycle Inspection / Re-inspection,
41201205,FAMOUS AMADEUS PIZZA,Manhattan,"408 8 AVENUE, 10001",Pizza,6/5/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,B,,Cycle Inspection / Initial Inspection,
50036930,REINA DE LA NUBE RESTAURANT,Brooklyn,"922A 4TH AVE, 11232",Spanish,10/8/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,39,C,,Cycle Inspection / Initial Inspection,
41112524,ADRIENNE'S PIZZA BAR,Manhattan,"54 STONE STREET, 10004",Italian,2/8/17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,2/8/17,Cycle Inspection / Initial Inspection,
40384458,DREAM PIZZA,Queens,"3767 JUNCTION BOULEVARD, 11368",Pizza,9/13/18,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65º F or above within 2 hours.,Y,12,A,9/13/18,Cycle Inspection / Initial Inspection,
41646976,JAHLOOKOVA,Manhattan,"1962 MADISON AVENUE, 10035",Caribbean,5/10/17,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Y,30,C,,Cycle Inspection / Re-inspection,
41503575,YUMMY THAI,Manhattan,"4959 BROADWAY, 10034",Thai,9/14/17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,9/14/17,Cycle Inspection / Re-inspection,
41659658,LOTUS CAFE & BAGELS,Brooklyn,"4 NEPTUNE AVENUE, 11235",American,12/21/16,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,23,B,,Cycle Inspection / Initial Inspection,
50058350,XIANG ZHI RESTAURANT,Brooklyn,"5322 7TH AVE, 11220",Chinese,9/30/19,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17,B,,Cycle Inspection / Initial Inspection,
50017262,ROYAL CUISINE YARD FOOD,Brooklyn,"324A UTICA AVE, 11213",Caribbean,8/12/16,04M,Live roaches present in facility's food and/or non-food areas.,Y,33,C,8/12/16,Cycle Inspection / Re-inspection,
41008043,SUNSET DELI,Brooklyn,"4301 4 AVENUE, 11232",Delicatessen,6/27/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,6/27/18,Cycle Inspection / Re-inspection,
40806791,GINGER'S BAR,Brooklyn,"363 5 AVENUE, 11215",Irish,2/28/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,50,C,,Cycle Inspection / Initial Inspection,
50078073,DOMINO'S PIZZA,Manhattan,"4797 BROADWAY, 10034",Pizza,8/2/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,8/2/18,Pre-permit (Operational) / Initial Inspection,
41611664,SERVICE BAR 6,Queens,"11000 ROCKAWAY BOULEVARD, 11420",American,6/7/18,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,9,A,6/7/18,Cycle Inspection / Initial Inspection,
41636209,INTI N.Y.C.,Manhattan,"820 10 AVENUE, 10019",Peruvian,9/13/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,9/13/19,Cycle Inspection / Initial Inspection,
50037749,IL VIOLINO,Manhattan,"180 COLUMBUS AVE, 10023",Italian,5/14/18,04M,Live roaches present in facility's food and/or non-food areas.,Y,32,C,,Cycle Inspection / Initial Inspection,
41626743,LENOX COFFEE,Manhattan,"60 WEST  129 STREET, 10027",Café/Coffee/Tea,10/21/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,B,,Cycle Inspection / Initial Inspection,
41435697,FRANK'S TAVERN,Brooklyn,"5511 AVENUE N, 11234",American,3/28/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,23,B,,Cycle Inspection / Initial Inspection,
41674683,MASAGO BISTRO,Brooklyn,"766 NOSTRAND AVENUE, 11216",Japanese,3/1/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,6,A,3/1/18,Cycle Inspection / Initial Inspection,
50005390,JUMBO PIZZA,Manhattan,"3594 BROADWAY, 10031",Pizza,6/21/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,21,B,,Cycle Inspection / Initial Inspection,
40967394,LOS CUENCANITOS,Queens,"5418 ROOSEVELT AVENUE, 11377","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/13/16,04M,Live roaches present in facility's food and/or non-food areas.,Y,12,A,10/13/16,Cycle Inspection / Re-inspection,
50042362,POSTITANO,Brooklyn,"10018 4TH AVE, 11209",Italian,2/4/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,10,A,2/4/19,Cycle Inspection / Re-inspection,
41182904,CAFE CON PAN BAKERY,Brooklyn,"5401 5 AVENUE, 11220",Bakery,11/28/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,44,C,,Cycle Inspection / Initial Inspection,
50046784,MILK BAR CHELSEA,Manhattan,"220 8TH AVE, 10011","Ice Cream, Gelato, Yogurt, Ices",1/31/20,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Y,17,B,,Cycle Inspection / Initial Inspection,
50059119,THE JUICE BOX,Brooklyn,"114 DEKALB AVE, 11201","Juice, Smoothies, Fruit Salads",11/29/18,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,29,C,,Cycle Inspection / Initial Inspection,
41369267,BUILDING ON BOND / ROBERT BAR,Brooklyn,"112 BOND STREET, 11217",American,5/1/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,26,B,5/1/18,Cycle Inspection / Re-inspection,
41425803,DONUT SHOPPE,Brooklyn,"1503 AVENUE U, 11229",American,8/19/19,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,32,C,,Cycle Inspection / Initial Inspection,
40388619,BENNYS BURRITOS,Manhattan,"111-113 GREENWICH AVENUE, 10014",Tex-Mex,12/12/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,,Cycle Inspection / Initial Inspection,
40927513,ISLA OF VERDE CAFE,Bronx,"1859 WESTCHESTER AVENUE, 10472","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/25/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,10,A,3/25/19,Cycle Inspection / Initial Inspection,
41463601,JUAN VALDEZ CAFE,Manhattan,"140 EAST   57 STREET, 10022",Café/Coffee/Tea,5/23/18,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,24,B,,Cycle Inspection / Initial Inspection,
50015884,TERMINAL ONE,Staten Island,"323 SAND LN, 10305",Polish,7/18/19,04A,Food Protection Certificate not held by supervisor of food operations.,Y,33,C,,Cycle Inspection / Compliance Inspection,
40853737,THE NEW THOMPSON DINER,Queens,"3244 QUEENS BOULEVARD, 11101",American,11/4/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,21,B,,Cycle Inspection / Initial Inspection,
41608718,MOOBURGER,Brooklyn,"240 COURT STREET, 11201",American,4/22/17,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,36,C,,Cycle Inspection / Initial Inspection,
50019239,NOMADO 33,Manhattan,"165 E 33RD ST, 10016",Japanese,9/26/16,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,16,B,9/26/16,Cycle Inspection / Re-inspection,
50005849,PINK NORI,Queens,"3606 30TH AVE, 11103",Japanese,2/27/17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,21,B,,Cycle Inspection / Initial Inspection,
41721164,SOFIA'S PIZZA,Queens,"11215 LINDEN BOULEVARD, 11420",Pizza,8/15/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,8/15/19,Cycle Inspection / Re-inspection,
50069910,TASTE KITCHEN,Manhattan,"316 W 36TH ST, 10018",Chinese,10/23/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,10/23/18,Cycle Inspection / Initial Inspection,
40715785,PIZZA HUT,Queens,"9608 QUEENS BOULEVARD, 11374",Pizza,4/4/18,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,8,A,4/4/18,Cycle Inspection / Initial Inspection,
